TransactionID,Category,Product,TransactionDate,Quantity,Price,TotalValue,CustomerID,PaymentMethod,ShippingAddress,Email,OrderStatus,DiscountCode,PaymentAmount
56dc8907-ba6c-44ab-a712-303a0f844fef,Fashion,Sneakers,2024-02-08,1,156.44,156.44,3fa7f104-1bf9-4e27-9c96-925eccf3a171,,"962 Michelle Terrace
Janetmouth, AZ 36086",wrightdale@gmail.com,Cancelled,,156.44
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,Beauty,Shampoo,2024-02-08,1,14.15,14.15,17e011b7-f810-4383-83c7-2ba8d605e770,,"40915 Small Cove
Andrewport, IL 42559",hmurphy@lee-mccoy.biz,Completed,,14.15
610461e3-2a25-4888-8f02-bad0e7067ef4,Fashion,T-shirt,2024-06-04,4,349.32,1397.28,43e458fc-63f2-4e24-bc3d-3348008d4127,Credit Card,"8571 Hernandez Harbor Apt. 098
East Amyside, KY 19055",alejandroturner@reynolds.com,Completed,DISCOUNT00xg,1397.28
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,Home & Garden,Vacuum Cleaner,2024-10-31,3,371.34,1114.02,fed4057d-bb02-4576-b512-c4c3b253d218,Bank Transfer,"USNV Andrews
FPO AE 09838",morrowdonald@baxter.com,Pending,,1114.02
118a9d29-2f92-4996-99f1-95d014822f53,Fashion,Sneakers,2024-07-16,1,48.32,48.32,dca02eec-acda-4acc-9165-e21098543881,Credit Card,"45992 Richard Station Apt. 581
Amandafurt, MT 31771",petersrussell@gmail.com,Completed,,48.32
e3e9de99-f10c-418b-9eb0-e38a675dd5af,Sports,Running Shoes,2024-04-01,2,246.86,493.72,98326856-9434-4a03-bf07-f81491d63f78,Credit Card,"6153 Mueller Mews
Amybury, TN 88267",greenmichael@lopez-dominguez.biz,Completed,,493.72
a8499b92-6b52-42e3-94fc-dd549e8fc965,Sports,Running Shoes,2024-01-16,1,,129.79,50fd9d3f-85d5-4695-90b2-b633956b8c0c,PayPal,"99758 Lynn Fall Suite 619
Lake Lisafurt, NM 85041",christopherwalker@hotmail.com,Completed,DISCOUNT95BC,129.79
50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Beauty,Shampoo,2024-09-17,611,64928.64,3876063.4,12922f83-ef8c-485b-807a-30f2edd4253b,PayPal,"519 Cheryl Pass Suite 240
Rachelton, VT 73905",qmoore@taylor.info,,,3876063.4
eeea163e-21e8-4c68-83e4-2caf8181a8cc,Home & Garden,Blender,2024-03-23,2,410.98,821.96,e117dac3-119c-4ea3-a180-50815958a499,Credit Card,"2422 Charles Brook Apt. 762
East Dawnchester, NH 91647",josephclark@gmail.com,Completed,,187591.66
702cdd20-2862-48b8-88f4-ef125e9953d2,Books,Biography,2024-04-04,5,435.31,2176.55,4d71c366-b41b-4143-8b10-550cd5704f32,PayPal,"278 Arnold Mission Suite 532
Jacobsshire, VA 31532",jesse79@gordon-steele.biz,Completed,,2176.55
a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,Beauty,Shampoo,2024-08-25,5,324.6,1623.0,d12dbc9a-aaf9-4531-8200-b1f08768a84f,Bank Transfer,"8950 Ashley Squares Suite 197
East Jessicahaven, WV 37125",arnoldrachel@edwards.com,Pending,,1623.0
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,Sports,Dumbbells,2024-08-03,1,350.13,350.13,43b409ef-2260-470f-a0cc-edc5f05db76e,Credit Card,"913 Mccoy Shore
Lake Cynthiashire, RI 07418",hernandezlinda@gmail.com,Completed,DISCOUNT56nx,
afffcfd2-341e-440b-97c7-00aab7b56ea7,Beauty,Perfume,2024-03-22,4,267.85,1071.4,81627cf1-4394-42e6-9a58-7e8aa25d6b29,Credit Card,"USNV Roberts
FPO AE 91602",victoriaturner@yahoo.com,Completed,DISCOUNT58sj,1071.4
d89a40c0-e87d-4c78-a7c4-21c740497b71,Health,Vitamins,2024-07-08,4,149.06,596.24,6c6f7633-a260-4723-97a0-df490d01280f,PayPal,"PSC 4940, Box 7929
APO AE 86526",jeremybauer@valentine-martin.net,Pending,DISCOUNT27OU,596.24
5563f616-00e8-4ece-8b49-452d46d483f3,Beauty,Shampoo,2024-11-18,5,129.44,647.2,fad409e2-a319-4cb4-a17d-65a0c56811cd,PayPal,"Unit 9047 Box 1281
DPO AA 33537",lmyers@yahoo.com,Cancelled,,647.2
8d3aed99-711c-41c9-bdc1-4f1f295d6fbf,Fashion,Jacket,2024-04-11,2,390.79,781.58,0279b6a6-8f97-47b0-ad7c-e3c9b4a69f3c,,"4019 Renee Streets Apt. 752
Kimberlybury, HI 69626",jamesanderson@gmail.com,Cancelled,,781.58
25e97977-8d72-48e2-951f-58d05e84f058,Home & Garden,Vacuum Cleaner,2024-11-20,1,127.82,127.82,4eea04e7-0ab5-4bde-a0a0-45026e068097,PayPal,"8366 Baker Pines Suite 047
Gregoryhaven, AZ 13262",taylordennis@berry-rodriguez.com,Completed,,127.82
f8e1daa7-cbce-4bde-aede-db07e623a689,Beauty,Lipstick,2024-05-21,5,491.05,2455.25,5b9962c6-e61f-4cc0-8a36-8ce7dc570131,Credit Card,"PSC 5694, Box 5441
APO AA 86267",andrewgonzalez@mcdonald-jones.com,Pending,,2455.25
1a50aec3-aabc-45fa-bfe1-2e47ae9bec36,Health,Bandages,2024-03-22,4,39.83,159.32,e256a6dc-8f54-46b7-87b5-b2bc5a8aaeca,,"393 Byrd Falls Suite 800
North Roberthaven, TX 58951",adiaz@yahoo.com,Pending,,26321.37
ee49f329-c84a-4b28-950a-1b46ecab3301,Toys,Board Game,2024-10-13,5,421.09,2105.45,dd334cc7-ab7f-489a-8d5f-4822696608aa,Bank Transfer,"24471 Livingston Harbor
Schwartzmouth, GA 10199",briandavid@gmail.com,Pending,,2105.45
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Sports,Tennis Racket,2024-06-03,2,103.24,206.48,59e4b671-4774-4c58-85f8-bc16f7860b50,,"6618 Aaron Spurs Suite 198
Mathewport, AR 83374",krobbins@robles.com,Completed,DISCOUNT56xb,206.48
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Books,Cookbook,2024-06-18,1,377.84,377.84,30a900ad-939b-462d-a645-f129629c2ae3,PayPal,"478 Levy Brook
West Brianton, DE 28246",brendan58@herrera.com,Completed,DISCOUNT46aE,377.84
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,Fashion,Jeans,2024-04-08,359,17839.57,66202.95,89d7fd6c-ce77-4f00-acf2-7e7685197ff4,PayPal,"829 Sandy Camp Apt. 707
East Jacquelineberg, HI 83425",matthewbrennan@gmail.com,Completed,DISCOUNT00fs,66202.95
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Toys,Board Game,2024-02-18,2,302.84,605.68,5380b904-688c-4015-aab9-7e494f2d4796,,"021 Strickland Brook
Millertown, CO 93134",robin23@yahoo.com,Completed,,605.68
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Home & Garden,Vacuum Cleaner,24-11-2024 02:36:36,4,46.34,185.36,67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,PayPal,"331 Christine Wall
South Kaylee, IL 36732",shannonhammond@bauer.com,Completed,,185.36
39820cff-4f77-4665-ac3c-56403c20592f,Fashion,T-shirt,2024-10-18,2,230.83,461.66,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,,"2735 Harris Crossroad Apt. 904
North Melissa, MT 22940",carmengomez@bonilla.com,Pending,,
31c681ec-935f-4b0a-a138-4ddce2d9de5d,Home & Garden,Vacuum Cleaner,2024-06-09,5,33.81,169.05,7e8f8095-624c-49b6-b244-45a7b7e58481,Credit Card,"335 Riley Ramp Apt. 906
North Vickiehaven, NE 70116",pgoodman@gmail.com,Pending,,
6cd66193-c746-4f59-9b49-4e15e2add909,Health,Protein Powder,2024-10-26,2,440.13,880.26,f53d4330-cdda-44ba-ad06-e8cf3805f907,PayPal,"79907 Ingram Well Suite 257
Port Courtneyfurt, UT 44135",danielthompson@flores.biz,Completed,,
c074718e-425a-409f-b337-c59979844388,Electronics,Smartphone,2024-11-30,5,267.85,1339.25,46fde062-a33d-47af-9701-410d3f4b1a70,Credit Card,"9513 Miller Lock Apt. 411
West Daniel, NM 20227",christina68@bailey.com,Pending,,1339.25
a07295e9-7c0e-4cd8-8573-e793c715b2b9,Books,Cookbook,2024-10-24,1,401.01,401.01,13d5f2f7-709b-4d97-864c-04af3d3f3799,Credit Card,"6827 Fisher Street
West Jaimetown, IN 68608",sscott@gmail.com,Completed,,401.01
55fa1ab8-458f-4f19-bc07-c57449257af1,Electronics,Headphones,2024-10-04,1,483.47,483.47,14a0bccb-8a47-4a87-a49d-681d51d87c64,Credit Card,"557 Ellis Port Apt. 424
South Nathan, WI 06703",nwalters@gmail.com,Completed,,483.47
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,Fashion,Sneakers,2024-02-23,5,118.06,590.3,10714d51-36c5-4dac-b4d7-e28e271e3ee2,PayPal,"2928 White Extensions Apt. 231
West Autumnmouth, MN 24683",lhall@yahoo.com,Completed,DISCOUNT10aO,590.3
7746d0ba-8ae8-405b-94b4-a48268586eba,Health,Thermometer,2024-06-10,4,38.53,154.12,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Credit Card,"552 West Estates
Davidtown, NM 19556",kflores@gmail.com,Pending,,154.12
95863a76-c511-45ff-a7a3-7e8163b4c08b,InvalidCat2,InvalidProd1,2024-06-12,1,455.17,455.17,db52ca58-0500-4bc6-b20d-cb6ef2311f17,PayPal,"USNV Moore
FPO AP 72085",andresmiller@yahoo.com,,,455.17
018267c4-7a1b-4806-a160-a6b49360715f,Books,Cookbook,2024-10-24,2,177.43,354.86,c0e3befd-4c71-40fe-9a0c-dd7cf1578470,PayPal,"Unit 5474 Box 9297
DPO AA 90828",thomascassandra@gmail.com,Pending,,354.86
d5f25073-f414-42b1-a442-9ebbda7b9095,Toys,Board Game,2024-05-31,5,399.59,1997.95,bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Credit Card,"28140 Williamson Forges Suite 515
New Danielleshire, IN 36929",edwardmitchell@gmail.com,Cancelled,,1997.95
ab3b4d37-560c-45ee-a38c-254c076e2bba,Beauty,Shampoo,2024-07-07,1,252.12,252.12,b963f37f-6781-4c1f-8c53-0e36addc3e13,Bank Transfer,"5547 Jason Mills
Laraport, VA 56053",jrobinson@hotmail.com,Completed,,252.12
20ac3703-eb67-446a-b7a6-e17cd72b6108,Sports,Running Shoes,2024-03-05,2,390.17,780.34,06e745f9-88bc-439c-9f4c-3b79fb10987f,PayPal,"99123 Wells Ways Suite 196
North Robertview, HI 73352",katherine96@gmail.com,Pending,,780.34
06f028ff-a9ba-4a27-907b-fe36978648f8,Beauty,Perfume,2024-06-02,2,,624.58,22bd3388-6db9-4102-a48b-3dbe157d94a1,Bank Transfer,"26487 Mackenzie Hollow
Troymouth, AK 00821",stevencortez@gmail.com,Cancelled,DISCOUNT66IM,624.58
c7fee39f-1190-4938-a66f-d7f739669fa7,Electronics,Smartwatch,2024-05-15,2,424.83,849.66,c1156d6d-0a4e-4b70-a6d9-64a3f510ab53,Bank Transfer,"44818 Katie Falls Apt. 928
Moniqueport, TX 91984",reynoldscharles@green.net,Completed,,849.66
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Sports,Tennis Racket,2024-04-09,4,237.66,950.64,b7e6427c-bf78-4e3f-b6b7-51f79b749245,,"9852 Johnson Via
East Davidberg, IN 40796",leejennifer@gmail.com,Pending,,87424.55
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,Toys,Puzzle,2024-02-14,1,180.23,180.23,0692dc63-9424-4ed5-9bac-5c154fa03f26,Credit Card,"61107 Williams Coves
Port Donnashire, NJ 16088",nelsonamanda@bush.com,Completed,,180.23
f54ad0a2-e874-46d7-ad66-a1bd93676a02,Sports,Tennis Racket,2024-05-01,5,19.49,97.45,b70b3420-f104-4785-a58b-252360141de9,PayPal,"PSC 0140, Box 1193
APO AP 26718",melissadavis@casey.com,Pending,DISCOUNT04ZW,97.45
d4a057a7-b0cc-4b3b-9793-b9b413748146,Health,Vitamins,2024-03-18,5,110.62,553.1,b27b3d90-1a16-442c-be2b-6091a092f52a,PayPal,"12495 Martin Parkway Apt. 891
Port Belindatown, IL 94323",amanda68@nichols-esparza.com,,,553.1
8861fe18-58e2-4888-8a83-81bec85aca46,Home & Garden,Blender,16-11-2024 20:19:20,4,400.5,1602.0,11a72609-5edd-4bbf-a959-76636daa2e68,Credit Card,"80138 Richardson Radial Apt. 712
Tinachester, NY 30326",karen00@yahoo.com,Pending,,95819.23
e43e4288-a2b5-4498-9cb8-5aedf5f62c97,Books,Biography,2024-06-17,2,36.2,72.4,272a6d8e-b512-4df8-b5b1-7a55d4262982,Credit Card,"3175 Alexander Spring Suite 167
North Douglasfurt, OR 13833",zcampbell@hotmail.com,Completed,,72.4
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,Fashion,Jacket,2024-07-28,3,273.81,821.43,44b591f7-97ac-4aa8-bb24-88a3d36357b6,PayPal,"7967 Hernandez Motorway Apt. 147
Hallberg, CT 97205",danielthomas@yahoo.com,Cancelled,,821.43
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Health,Bandages,2024-07-10,3,435.05,1305.15,4223623b-cc3e-4dde-9ad5-cf06364d7c87,PayPal,"8485 Stephanie Bypass Suite 167
Melissamouth, AZ 04807",laurarodriguez@hotmail.com,Pending,,1305.15
3dc98290-15ea-4b27-b0e9-12f2f2b43abf,Beauty,Lipstick,2024-07-19,1,485.44,485.44,8e200724-7d13-4018-a80b-ac63b856d035,,"276 Larry Loaf Suite 197
Alvarezburgh, AR 51800",davismichelle@yahoo.com,Pending,,485.44
87ea7ff5-8db0-4746-b927-99735e781fd7,InvalidCat2,InvalidProd2,2024-08-13,5,138.37,691.85,bef59fe6-ff23-4d5f-aced-d15d58007c02,Credit Card,"864 Heather Radial Apt. 569
Morrisville, NM 13615",mchapman@ramirez.com,Pending,,691.85
1e9b23bc-50c7-4006-b14d-3441b8a6171f,Books,Cookbook,2024-02-16,4,124.97,499.88,c31edbbc-f36c-462b-892e-6161be2d740a,Credit Card,"49639 Jennifer Prairie Apt. 954
New Lauriefort, IL 46024",mossandrew@golden.biz,Pending,DISCOUNT20EA,499.88
bd1531c8-3764-4bda-b108-d4482f65fafa,Fashion,Sneakers,2024-09-25,4,397.38,1589.52,96ef2ad6-b97e-4703-86c8-adfe7bf47042,Credit Card,"468 Gonzalez Locks Suite 987
North Courtney, HI 76109",jasminbrown@mayer-adkins.net,Completed,,1589.52
039f3a25-4d61-48bd-adef-e1935c62b3a2,Toys,Lego Set,2024-03-29,2,249.93,499.86,4639447b-2067-4dac-88bd-13d1b540b30e,Bank Transfer,"8969 Alexa Lakes Suite 232
Meganchester, CA 83591",crystal52@sanchez-moreno.com,Cancelled,,499.86
0323d342-df6a-4f93-9a43-2f0a7daa39f0,Sports,Running Shoes,2024-10-19,4,,107.12,7a8d03aa-782a-45e0-88ca-765192f5df7b,PayPal,"PSC 3242, Box 0448
APO AE 84949",angela26@jackson.com,Pending,,107.12
0d270659-f72a-4a9b-af32-751e5738811d,Fashion,T-shirt,2024-06-20,3,329.51,988.53,7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,Bank Transfer,"01594 Rachel Lodge Suite 162
North Ashley, DE 68915",ssanders@martin-ellis.biz,Completed,,988.53
90164161-cfa7-41cd-a631-d00b26d794d3,Home & Garden,Vacuum Cleaner,2024-01-21,5,26.48,132.4,fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,PayPal,"8515 Wells Gateway
Natashaberg, NJ 94305",gregorypeters@macias.org,Completed,,132.4
6a8a616f-c3b2-40d0-8edd-dfcd1e52d770,Home & Garden,Sofa,2024-04-06,4,54.2,216.8,9e50aa42-ca6d-4da1-989b-c4da9b37a22b,Credit Card,"90034 Parker Squares Suite 183
Pricefurt, KS 39939",jasonwebb@hotmail.com,Completed,,216.8
3531968d-c342-4d2b-b295-456e19675f06,Sports,Running Shoes,2024-10-14,1,183.95,183.95,a911d192-43bf-4931-b605-bf54a021c0ca,,"3275 Mccormick Harbor
Port Kimberlyfort, WA 54628",elizabethmoody@mccullough.org,Completed,,183.95
8d4f5d27-2c7f-4b79-bd67-cde92834e4c0,Fashion,Jeans,2024-02-01,5,302.92,1514.6,68949b8d-00af-4b3a-a812-859a1337739e,Credit Card,"PSC 5612, Box 4815
APO AA 79421",nunezmelinda@arellano.org,Pending,,62390.2
4a8ff810-784c-4f29-9804-02a2b07aa066,Home & Garden,Vacuum Cleaner,2024-06-23,2024-99-99,-500.0,999999.0,999999999,Bank Transfer,"0027 Aaron Flats Suite 591
East Johnberg, PA 90384",wnguyen@everett.info,Pending,,94929.43
a9434aa0-96fc-434d-a003-cd28ca8f3653,Health,Protein Powder,2024-11-01,2,237.25,474.5,6cd5e859-32a4-47b2-af04-e57dcdccc33a,PayPal,"PSC 9317, Box 3420
APO AA 81504",cdavis@yahoo.com,Refunded,,23018.4
26242b40-a5cb-43a2-b98d-1ca68b6870b5,Fashion,Jacket,2024-02-14,5,388.37,1941.85,246998e8-d39e-498b-8400-7d5ae88da719,PayPal,"15291 Jennifer Mews Suite 713
East Sophia, WY 35392",adamnolan@hotmail.com,Pending,,1941.85
7010f719-7e69-4d0d-8a3c-3b5e801ef1da,Health,Protein Powder,2024-04-15,2,91.66,183.32,e3b137fc-0a34-40fc-9918-ee461497d658,Bank Transfer,"80053 Odonnell Rest
North Jonfurt, MO 88484",john19@mcdonald.biz,Completed,,183.32
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Books,Children's Book,2024-05-04,3,377.36,1132.08,7ed70ed7-b194-490b-a961-929e546e035a,Credit Card,"939 Alicia Ports Apt. 613
Rhodesmouth, LA 89801",michael72@lowe.com,Pending,DISCOUNT22oj,1132.08
a85c6e4a-004b-4fab-bcf5-6188d32e6dcd,Books,Biography,2024-07-18,3,151.86,455.58,69ca97d2-7644-44fd-8ae7-69edde8ede0b,Bank Transfer,"64236 Andrew Fords Apt. 664
North Kenneth, NE 96955",shane49@watkins.com,Pending,,455.58
9f64eeed-5c9d-427d-84b8-71bb300568d2,Beauty,Perfume,15-07-2024 00:04:39,5,318.18,1590.9,71299889-a01a-4992-bf9d-3e64c1a6423b,,"925 Marilyn Passage Apt. 776
Adamschester, WV 55883",emily07@evans.com,Completed,,16165.57
8c99a894-445d-4c38-b41c-64940d366dfc,Beauty,Shampoo,2024-10-22,3,288.79,866.37,70286046-49bc-473f-ad7b-f656218a1536,Bank Transfer,"6108 Mcpherson Springs
Lake Gina, NM 69612",courtney29@yahoo.com,Completed,,866.37
03802b70-8d03-491e-8f8d-5238288b78b5,Books,Biography,2024-10-02,5,168.45,842.25,3985fb62-17dc-4eff-a872-13f98d605936,PayPal,"81866 Steven Stravenue
Michaelshire, WI 66488",bryan79@hotmail.com,,,842.25
82456fb4-4ab7-406e-b773-50caeec259dc,Books,Children's Book,2024-07-12,4,368.16,1472.64,d5b077e0-6a5d-432b-85ff-2c83b495db4e,Credit Card,"26016 Edwards Stream Suite 794
Tammyburgh, HI 10753",gina74@hotmail.com,Completed,,1472.64
74eff545-3e65-4603-b8e3-654bfaf14ff0,Sports,Tennis Racket,2024-07-06,5,18.47,92.35,30cbd755-6232-417a-a507-41818d1fb540,Credit Card,"168 Adam Crescent Apt. 277
Meltonfort, RI 81338",richard18@gmail.com,Completed,DISCOUNT82sa,92.35
22f235f2-e11b-468d-bf0d-073d821c1336,Books,Fiction Novel,2024-08-20,1,436.25,436.25,c5ce099c-46b8-4659-91df-12d7dd30de89,Credit Card,"1220 Daniel Brook Apt. 037
Lake John, SC 71094",jenkinsjohn@yahoo.com,Completed,DISCOUNT84Eu,436.25
3bcabf85-620a-40ac-9261-549d3d225c30,Health,Thermometer,2024-09-27,5,140.72,703.6,0b2c782a-6928-4e92-868a-152fdb23aa8c,,"7383 Dorsey Walk Suite 246
Whitakerstad, NJ 21738",raymondperkins@hotmail.com,Pending,,703.6
e9d68f23-b489-4070-b914-f8a8bea4ff31,Beauty,Face Cream,2024-05-03,4,378.95,1515.8,fd08b32c-62d6-4e93-a198-5d54cfb87e6f,PayPal,"172 James Rest Suite 167
Jimmyside, AK 47527",lcarter@johnson.org,Completed,,196255.77
fb16e5db-a6ea-479e-921c-82f8cada4f80,Beauty,Lipstick,02-05-2024 09:27:26,4,361.84,1447.36,097a1e10-f6fe-4c0e-becd-dbaf26f05fcf,,"228 Lindsay Junction Suite 193
New Jeffreyview, WY 47063",uliu@wilson.com,Completed,,1447.36
78308930-1327-41bc-a784-378ff84f16b3,Beauty,Face Cream,2024-09-11,3,232.34,697.02,56abf2f1-43d8-4870-b81d-baa1c8120a8e,PayPal,"0375 Wagner Corner Suite 565
East Karen, MT 30409",abigail30@hotmail.com,Completed,,697.02
148f8b74-a65b-41f2-a5c1-7795b15516bc,Fashion,Jacket,2024-08-30,87,5958.71,144.6,aca2b148-da33-4aa1-941c-dfcdda0d4a5f,Credit Card,"6785 Scott Trail Apt. 811
Leroyburgh, AR 52047",riverakevin@arnold.com,Cancelled,,144.6
5110b492-f442-4e0b-a148-4bb3889b78d5,Home & Garden,Vacuum Cleaner,2024-11-29,2,78.24,156.48,c268283e-e32f-4e63-b7fd-dd71a075e927,Credit Card,"084 Morales Springs
Jennifermouth, MI 01536",robert30@schaefer.com,Completed,DISCOUNT00rf,156.48
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Beauty,Lipstick,2024-07-08,1,159.37,159.37,af34cf65-a193-44b2-bc19-e71d118405ad,Credit Card,"673 Terry Valleys
Roweport, AZ 70943",smithbrandon@cortez-wolf.biz,Cancelled,,159.37
90e0a95b-697c-4923-87fa-841a3e83b91f,Beauty,Face Cream,2024-02-26,2,41.94,83.88,2b840c67-2e18-4554-8ae2-8e66ae8a7813,PayPal,"661 Bryan Curve
Lewisland, TX 69478",deanna05@carter-grant.org,Completed,,83.88
61ee6c5b-deef-480f-9c07-a75114374509,Health,Bandages,2024-03-08,3,282.76,848.28,7f671eec-3da7-4577-aee1-e86b9ea556aa,PayPal,"9767 Dennis Mall Apt. 282
Dawsonberg, NY 69856",qirwin@reynolds-hudson.net,Completed,,848.28
fcd6bdca-5876-4d09-b1fa-f665711533f3,Home & Garden,Sofa,2024-01-29,3,117.86,353.58,f6478986-a391-4c99-8c95-5f6a966b1964,,"4544 Johnson Divide
Port Brittany, ME 37657",johnsoncrystal@gmail.com,Refunded,,353.58
d865d69a-74f3-4103-8006-6ff2b0b862ef,Home & Garden,Vacuum Cleaner,2024-06-13,3,222.46,667.38,627b41a1-ffd6-4232-b2ff-e2944d57d880,PayPal,"18510 Olson Inlet Suite 567
Port Dillon, NH 59474",pamela10@gmail.com,Refunded,DISCOUNT91ox,667.38
